Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Academic_Stream,Education_Level,Age_Group,Work_Experience_Years,Career_Break,Career_Break_Months,Preferred_Work_Mode,Location_Preference,Family_Support_Score,English_Proficiency,Entrepreneurship_Interest,Risk_Tolerance,Leadership_Readiness,Certifications_Interest,Work_Life_Balance_Priority,Salary_Expectation_Lakh,Industry_Preference,Public_Speaking_Confidence,Conflict_Resolution_Skills,Stress_Management_Skills,Adaptability_Score,Mentoring_Experience,Innovation_Interest,Customer_Focus,Data_Driven_Thinking,Continuous_Learning,Career_Goal_Clarity,Willing_To_Relocate,Prefer_Corporate,Domain_Expertise_Depth,Current_Role_Success,Success_Percentage
Engineering,Marketing Specialist,4.488677402467879,9,0,1,1,6,1,0,1,3,4,0,3,1,0,Science,Bachelors,25-30,0,0,0,Flexible,Tier1_City,4,5,2,3,0,0,5,38.58,Finance,2,2,2,3,1,5,4,1,2,1,0,0,3,1,33.62
Business,Physicist,3.685111123270036,6,0,0,1,8,0,2,4,2,1,3,2,2,1,Commerce,Masters,31-35,5,0,0,Flexible,Tier1_City,3,4,3,3,4,1,3,35.91,Manufacturing,3,5,5,1,3,0,1,4,5,3,1,0,4,1,59.57
Business,Acoustics Specialist,3.51208639697691,0,1,2,0,7,1,1,0,2,2,2,2,4,1,Commerce,Masters,31-35,5,0,0,Office,Tier1_City,5,3,2,3,5,4,3,12.28,Finance,4,1,3,2,4,0,2,5,4,2,0,0,4,3,48.64
Art,Biologist,4.856427994511545,4,2,1,0,2,1,4,2,3,4,4,3,4,0,Arts,Masters,31-35,0,0,0,Hybrid,Tier1_City,2,2,4,1,3,3,1,33.5,Finance,1,5,5,5,4,2,4,5,4,3,1,0,5,3,62.13
Education,Doctor,3.326756293047049,8,2,2,1,0,1,4,4,2,2,4,4,4,1,Arts,Bachelors,31-35,11,0,0,Office,Tier1_City,4,5,3,5,5,3,5,21.5,Other,1,2,1,5,5,5,3,3,5,5,0,0,4,4,78.69
Computer Science,Nuclear Physicist,4.880376086902743,1,1,4,1,3,1,0,2,2,2,3,4,3,0,Science,Masters,25-30,7,1,7,Remote,Tier1_City,1,2,0,3,5,4,3,35.01,Healthcare,2,4,1,4,0,2,2,2,3,4,0,0,1,5,63.2
Education,Conductor,2.834778584104697,9,1,4,1,1,0,0,3,4,2,1,1,1,1,Arts,Bachelors,31-35,13,0,0,Remote,Any,2,3,3,2,5,1,2,26.32,Education,1,5,4,4,1,3,2,1,5,3,0,1,5,2,60.4
Education,Credit Analyst,2.688542725688782,0,0,2,1,8,1,0,0,0,1,0,3,0,1,Arts,Bachelors,25-30,3,0,0,Hybrid,Tier2_City,1,4,0,3,2,0,1,5.26,Other,3,4,5,5,4,3,2,2,2,2,1,0,5,1,32.36
Business,Biotechnologist,2.697069248298038,0,1,4,0,2,1,3,4,3,2,3,1,3,0,Commerce,Masters,18-24,1,1,24,Office,Tier3_City,5,2,0,4,5,1,3,39.99,Other,4,3,2,2,5,3,3,4,2,3,0,1,2,1,53.2
Biology,Zoologist,3.288133866888592,2,1,0,0,7,1,3,3,4,2,2,3,2,0,Science,Bachelors,18-24,12,0,0,Hybrid,Tier3_City,1,4,4,3,2,0,5,29.11,Manufacturing,2,3,3,1,5,3,3,3,2,5,0,0,4,3,63.56
Computer Science,Manager,4.938795435170702,9,2,4,1,7,0,3,2,1,4,0,1,3,0,Science,Masters,25-30,13,0,0,Hybrid,Tier2_City,3,3,3,1,4,5,2,37.07,Tech,4,2,5,4,2,1,5,1,3,1,1,1,4,3,56.47
Finance,Microbiologist,4.251216022362191,7,2,4,0,4,1,4,3,2,4,4,3,0,1,Commerce,Bachelors,25-30,0,0,0,Remote,Tier3_City,5,4,3,3,3,4,5,8.93,Manufacturing,2,5,4,1,5,1,1,3,5,2,1,0,5,2,56.64
Music,Dentist,3.877786259990259,7,0,1,0,7,1,2,1,1,1,2,3,0,0,Arts,Bachelors,40+,10,1,52,Hybrid,Tier2_City,2,3,4,4,5,2,5,36.9,Tech,5,3,1,2,1,4,5,3,1,4,1,0,3,3,54.15
Computer Science,Fluid Mechanics Engineer,2.939816511052861,9,2,4,1,5,0,1,2,1,0,3,3,1,1,Science,Masters,25-30,2,0,0,Flexible,Tier2_City,3,1,3,2,1,0,5,22.44,Tech,1,2,5,1,0,4,1,3,4,4,1,0,1,4,45.56
Biology,Advertising Manager,4.57972145489185,5,1,3,0,2,1,1,3,2,1,0,1,4,0,Science,Bachelors,25-30,6,0,0,Hybrid,Any,3,2,0,5,4,3,4,40.57,Education,5,2,1,5,0,5,2,2,5,3,0,0,4,5,53.84
Biology,Data Scientist,2.510411277493142,9,0,4,0,9,0,3,1,3,1,2,4,4,0,Science,Bachelors,18-24,9,0,0,Hybrid,Tier1_City,5,2,5,3,2,5,2,31.16,Finance,1,2,4,4,0,3,4,4,2,1,0,1,3,2,54.43
Architecture,Human Resources Specialist,3.9281412596300624,5,0,1,0,4,1,3,1,2,0,2,4,1,0,Interdisciplinary,Masters,18-24,10,1,55,Hybrid,Tier1_City,1,3,5,4,3,3,5,19.68,Tech,5,5,1,2,1,3,2,4,5,3,0,1,4,4,64.08
Art,Paralegal,4.837089504310182,8,0,0,0,8,1,4,0,0,2,0,0,4,1,Arts,Bachelors,31-35,9,0,0,Office,Tier1_City,1,3,2,4,0,5,4,12.49,Education,4,5,4,5,5,1,3,2,5,4,0,0,3,3,56.1
Psychology,Civil Engineer,4.855695535567991,9,0,0,1,4,0,1,3,0,4,0,4,1,0,Arts,Masters,18-24,7,0,0,Hybrid,Tier3_City,2,5,5,2,3,3,1,41.35,Finance,3,2,3,2,1,3,1,5,3,2,1,1,1,5,53.83
Law,Chemist,4.574071443971197,3,0,2,0,1,1,1,2,1,4,4,3,3,0,Arts,Bachelors,31-35,4,0,0,Hybrid,Tier2_City,5,3,5,1,3,1,4,29.33,Other,2,1,2,4,4,5,2,1,4,3,0,1,1,1,56.9
Computer Science,Legal Analyst,4.5788579718820674,4,1,4,1,1,0,3,2,0,1,2,3,1,1,Science,Masters,31-35,6,0,0,Hybrid,Any,2,3,4,3,5,1,1,49.41,Other,1,5,1,1,0,3,1,1,3,5,1,0,1,1,55.66
Psychology,Data Scientist,2.9206713270241207,1,1,3,1,8,0,3,3,0,3,0,3,0,0,Arts,Masters,25-30,1,0,0,Remote,Tier2_City,4,4,5,4,5,1,4,20.55,Finance,2,5,5,2,5,1,5,2,3,5,0,1,1,1,49.84
Psychology,Astronomer,4.32709814317268,3,2,2,1,6,0,4,0,4,2,1,4,1,0,Arts,Masters,36-40,11,0,0,Flexible,Tier2_City,5,4,4,2,2,5,5,35.23,Manufacturing,3,1,3,4,0,0,3,3,2,1,1,1,2,3,61.21
Computer Science,Marketing Specialist,3.970810725044678,2,2,2,1,6,0,2,2,2,2,1,4,1,1,Science,Bachelors,25-30,11,1,15,Flexible,Tier2_City,4,2,2,5,2,5,4,32.27,Manufacturing,5,5,2,5,5,1,3,3,3,1,0,0,5,3,58.32
Computer Science,Legal Secretary,4.661714876140335,8,1,3,0,5,1,3,4,1,0,4,3,4,1,Science,Masters,25-30,14,1,41,Hybrid,Tier2_City,2,4,0,4,5,3,4,32.97,Manufacturing,4,5,5,4,5,5,4,4,4,1,0,0,4,4,67.14
Art,Construction Manager,3.024540534106736,4,0,2,1,9,1,0,0,0,4,4,3,3,0,Arts,Masters,36-40,3,0,0,Remote,Tier3_City,4,4,2,2,5,0,5,37.64,Healthcare,2,3,5,1,1,3,2,2,2,5,1,0,4,4,49.01
Computer Science,Curriculum Developer,4.40231016761842,0,1,0,1,8,0,3,2,3,3,4,4,1,0,Science,Masters,36-40,5,0,0,Office,Tier1_City,4,2,3,1,1,5,1,9.54,Finance,5,1,4,4,1,1,3,5,3,2,1,1,3,2,61.89
Biology,Aerospace Engineer,2.888751790466595,0,2,3,0,8,1,2,2,4,1,4,1,2,0,Science,Bachelors,18-24,11,0,0,Hybrid,Tier2_City,3,1,2,1,1,3,5,28.83,Healthcare,1,3,2,5,2,4,4,5,2,2,0,0,2,3,60.82
Music,Education Administrator,4.309325594714413,2,2,1,0,2,1,4,0,2,1,4,1,1,0,Arts,Masters,18-24,11,1,48,Remote,Tier1_City,3,5,4,4,4,0,2,26.93,Manufacturing,2,1,5,5,0,0,3,1,5,4,1,1,4,1,72.84
Physics,Legal Analyst,4.132420433993593,7,1,0,1,8,1,1,1,2,3,2,2,2,1,Science,Masters,18-24,11,0,0,Remote,Tier2_City,2,4,1,4,5,1,4,19.1,Education,2,1,5,2,5,0,5,1,4,2,0,1,1,1,63.14
Education,Market Research Analyst,3.688724180639509,1,2,3,0,0,0,0,4,1,2,1,3,0,0,Arts,Bachelors,25-30,11,0,0,Flexible,Tier2_City,2,1,3,3,0,5,2,23.5,Manufacturing,1,1,5,5,1,0,2,3,1,5,1,1,4,5,56.24
Chemistry,Clinical Psychologist,4.699641336370533,2,1,2,0,5,1,2,0,3,0,0,4,3,1,Science,Bachelors,40+,13,1,47,Office,Any,1,5,5,2,1,2,5,27.38,Tech,3,5,3,3,1,5,2,3,1,1,1,0,3,4,42.07
Marketing,Industrial-Organizational Psychologist,3.927827752596987,1,2,2,1,6,0,2,1,1,1,1,0,2,0,Commerce,Masters,25-30,11,1,17,Office,Any,4,2,5,4,2,1,5,18.08,Education,5,2,2,5,4,1,1,2,1,4,0,1,4,3,52.64
Biology,Astronomer,2.754617463186805,5,2,2,0,7,1,4,4,1,4,1,4,1,1,Science,High School,25-30,11,0,0,Hybrid,Tier2_City,1,4,5,3,3,4,3,16.78,Education,2,4,4,1,0,4,4,3,5,5,0,0,3,2,65.17
Medicine,Web Developer,3.325034827162892,7,1,1,1,5,1,0,3,0,1,2,4,1,0,Science,PhD,36-40,4,0,0,Office,Tier1_City,1,4,2,3,4,0,2,37.7,Finance,5,2,3,5,2,2,5,3,3,1,1,0,1,2,49.17
Art,Clinical Psychologist,4.994473073392409,3,2,4,1,6,1,4,4,4,2,0,1,0,0,Arts,Masters,25-30,5,0,0,Hybrid,Tier3_City,5,3,2,4,1,2,3,6.15,Healthcare,4,5,3,2,1,4,1,4,5,5,1,1,3,1,63.26
Architecture,Legal Analyst,3.9209694339266408,9,2,2,0,6,0,0,1,3,0,3,2,4,0,Interdisciplinary,Masters,25-30,11,0,0,Hybrid,Tier1_City,1,4,0,1,3,1,2,17.71,Tech,5,5,3,5,4,4,5,2,1,5,0,0,4,4,57.41
Biology,Aerospace Engineer,2.782497890003063,8,0,0,0,4,0,4,1,2,0,2,4,3,1,Science,Bachelors,36-40,1,1,21,Office,Tier2_City,1,4,3,2,3,5,3,33.72,Education,5,4,4,4,5,3,1,1,3,5,0,1,4,5,49.34
Physics,Clinical Psychologist,4.11992274196975,9,2,4,1,6,0,1,2,3,2,0,0,2,0,Science,Bachelors,36-40,6,0,0,Flexible,Tier1_City,4,1,0,2,1,2,3,12.81,Healthcare,1,5,4,4,4,4,1,2,5,4,0,1,3,1,49.51
Finance,Organic Chemist,4.5682883690591805,8,0,3,1,8,1,3,4,1,4,2,4,3,1,Commerce,PhD,36-40,7,0,0,Flexible,Tier1_City,1,1,4,1,0,3,2,29.9,Healthcare,5,1,3,4,3,1,2,5,3,5,0,0,2,4,71.8
Finance,Analytical Chemist,4.595295258266095,4,0,0,0,8,1,0,2,4,4,1,2,3,0,Commerce,Bachelors,25-30,12,1,23,Office,Tier2_City,4,4,4,4,0,0,5,17.2,Tech,3,3,3,3,5,0,5,3,1,5,1,1,3,2,53.52
Law,Forensic Psychologist,4.946648596355109,6,2,1,1,2,0,4,0,0,1,2,0,2,0,Arts,Masters,31-35,13,0,0,Office,Tier1_City,4,5,0,2,4,4,1,42.64,Tech,5,3,1,2,5,5,4,1,4,3,1,1,4,1,59.16
Art,Education Administrator,3.888538684922605,5,1,0,1,9,1,1,0,4,2,2,3,4,0,Arts,Bachelors,18-24,10,0,0,Office,Any,1,2,3,4,0,3,5,19.45,Manufacturing,4,1,4,4,5,4,4,2,1,3,0,0,1,3,52.77
Business,Astronomer,4.8107751312855545,8,2,2,0,9,1,3,4,1,0,2,3,0,1,Commerce,Bachelors,25-30,8,0,0,Flexible,Tier2_City,4,1,0,4,4,2,1,13.79,Manufacturing,5,2,5,4,0,4,1,1,1,1,0,0,3,5,53.15
Business,Composer,3.7035161006256976,6,2,2,1,8,0,1,0,4,4,2,3,3,0,Commerce,High School,40+,5,1,48,Hybrid,Tier2_City,2,5,5,3,2,1,2,27.91,Education,1,3,2,4,4,2,1,3,2,5,0,0,1,3,49.13
Engineering,Human Resources Specialist,4.7373734929976,5,0,0,1,6,0,0,3,3,2,1,0,3,1,Science,Bachelors,25-30,6,0,0,Remote,Tier1_City,2,4,0,1,1,0,4,9.38,Education,4,1,2,2,2,2,5,1,3,5,0,0,4,4,50.22
Art,Geneticist,2.9255179571432817,3,2,1,0,7,1,0,1,3,0,0,0,3,1,Arts,PhD,31-35,12,0,0,Office,Tier1_City,4,3,3,4,3,5,5,40.48,Education,1,2,2,4,0,5,2,1,2,5,0,1,4,4,57.07
Marketing,Clinical Psychologist,3.24822820704096,6,0,3,1,9,1,3,1,0,4,2,0,1,0,Commerce,Bachelors,25-30,11,0,0,Flexible,Tier3_City,2,1,4,5,4,4,3,34.96,Manufacturing,3,3,3,3,2,3,2,1,5,5,0,1,5,2,61.34
Biology,Quantum Physicist,4.360864801265128,9,1,1,1,1,0,1,2,0,2,0,0,0,0,Science,Bachelors,18-24,12,1,14,Hybrid,Tier3_City,5,1,1,1,0,1,5,39.21,Education,3,1,4,4,5,5,5,5,5,5,1,0,4,4,55.17
Chemistry,Nuclear Physicist,4.415619340977001,8,2,3,1,4,0,4,3,3,3,3,3,2,1,Science,Bachelors,31-35,0,0,0,Office,Tier2_City,3,3,0,2,4,4,2,21.75,Education,1,3,1,1,4,2,5,4,1,3,0,1,3,4,48.53
Art,Organic Chemist,2.7071429785487666,0,2,2,1,8,0,3,1,2,3,4,1,1,0,Arts,Bachelors,18-24,8,0,0,Remote,Tier2_City,2,4,5,3,5,5,4,42.25,Manufacturing,3,3,1,3,0,5,2,2,2,1,1,0,3,4,54.28
Education,Data Scientist,4.180178711697037,0,2,2,1,5,1,0,4,4,4,2,2,1,0,Arts,Bachelors,31-35,5,1,44,Flexible,Tier2_City,1,1,5,2,4,0,4,26.2,Manufacturing,1,3,2,1,4,3,1,1,2,1,0,1,5,2,49.38
Art,Brand Manager,4.100064424196082,5,0,2,1,0,1,1,2,1,3,1,0,2,0,Arts,Masters,18-24,11,1,17,Office,Tier3_City,2,4,0,2,0,2,5,7.45,Education,2,4,5,4,4,1,2,5,4,3,1,1,3,4,54.83
Business,Lawyer,2.6562366431442883,0,1,1,1,1,0,1,2,2,1,2,2,0,1,Commerce,Bachelors,36-40,3,1,26,Hybrid,Tier3_City,5,5,2,1,5,4,5,13.53,Education,5,2,5,4,4,0,3,1,4,3,1,1,2,5,49.39
Education,Surgeon,4.593949085888674,8,2,3,0,4,1,3,2,3,2,2,0,3,1,Arts,Bachelors,25-30,9,0,0,Office,Tier2_City,5,1,3,2,5,0,5,36.42,Healthcare,2,3,5,2,5,2,3,1,1,3,0,1,4,4,53.26
Music,Mechanical Engineer,4.710322730027718,3,1,2,1,4,0,4,0,4,4,4,0,1,0,Arts,Bachelors,18-24,8,1,16,Office,Any,5,4,2,4,0,4,2,45.13,Finance,3,1,5,1,1,1,5,4,5,5,0,0,4,4,64.16
Medicine,Music Therapist,3.2415857279903424,5,1,4,1,0,0,0,3,4,0,2,3,4,0,Science,PhD,18-24,11,0,0,Flexible,Tier2_City,2,5,4,2,5,1,1,7.47,Manufacturing,1,4,1,1,5,0,3,5,4,5,1,1,5,4,71.19
Psychology,Clinical Psychologist,2.9020681178415244,4,1,2,1,3,1,4,3,0,0,2,3,0,0,Arts,Bachelors,36-40,0,0,0,Flexible,Tier1_City,3,1,2,3,1,4,1,43.62,Finance,1,5,1,5,1,1,4,4,2,2,1,1,4,2,38.59
Art,Interior Designer,4.773778355610171,3,0,3,0,7,0,2,1,4,2,4,2,2,0,Arts,Bachelors,31-35,1,0,0,Remote,Tier2_City,1,2,3,3,3,1,3,40.56,Manufacturing,1,5,4,5,2,1,3,5,2,3,1,1,2,1,47.51
Music,Psychologist,4.179518982288629,1,0,2,1,4,0,2,4,4,1,1,3,1,0,Arts,Masters,31-35,2,0,0,Remote,Tier2_City,3,4,0,5,1,1,2,19.76,Other,1,2,1,5,1,1,2,2,1,4,1,0,4,2,50.59
Psychology,Mechanical Engineer,4.956886586899332,3,2,2,1,4,1,3,4,2,2,1,0,2,1,Arts,Masters,25-30,0,0,0,Office,Tier1_City,2,5,0,3,1,0,4,35.4,Healthcare,5,1,4,5,2,1,3,2,3,4,0,0,3,4,46.65
Business,Biotechnologist,4.306054992144096,5,2,3,0,0,1,1,4,0,1,4,2,1,0,Commerce,Bachelors,25-30,1,0,0,Flexible,Tier2_City,3,2,1,2,0,3,3,11.79,Finance,4,4,4,1,1,2,1,4,3,5,0,1,4,5,42.0
Computer Science,Interior Designer,4.9116109552818745,6,2,4,1,5,0,1,4,3,3,4,1,1,0,Science,Bachelors,18-24,1,1,25,Hybrid,Tier2_City,4,4,4,3,0,5,4,41.23,Healthcare,2,1,3,2,5,4,5,2,5,1,1,0,2,5,46.39
Business,Architect,3.786022325171751,2,2,4,1,5,0,3,1,1,3,2,0,2,0,Commerce,Masters,25-30,6,0,0,Remote,Tier3_City,1,1,0,1,3,4,4,33.89,Tech,3,4,1,5,4,1,1,1,1,4,1,1,3,5,53.65
Music,School Psychologist,4.454727266249526,1,2,1,0,5,1,2,1,0,0,3,2,3,1,Arts,Bachelors,18-24,9,0,0,Hybrid,Any,4,4,2,3,4,2,5,23.62,Finance,1,4,5,1,1,5,3,2,4,2,1,1,3,2,52.07
Biology,Entrepreneur,2.877416151209106,7,2,1,0,5,1,3,2,3,2,4,2,1,0,Science,Masters,40+,12,0,0,Hybrid,Tier3_City,4,5,1,4,1,1,4,43.63,Finance,2,5,2,2,3,0,1,2,5,2,0,0,2,4,67.34
Physics,Curriculum Developer,3.73106605244113,5,1,0,0,1,0,2,2,0,2,3,4,2,0,Science,Masters,31-35,5,1,42,Office,Tier1_City,3,1,1,1,5,3,4,9.54,Other,4,2,4,2,5,2,4,2,4,1,0,0,5,5,52.26
Education,Marketing Manager,3.5857365235247443,7,0,0,0,6,1,3,2,4,4,4,0,2,1,Arts,Bachelors,25-30,11,0,0,Remote,Tier2_City,4,1,4,5,3,1,2,42.75,Finance,2,2,2,5,4,2,1,1,1,5,1,1,5,4,68.1
Chemistry,Financial Controller,4.652525493035279,9,0,1,0,0,1,4,1,4,4,3,4,3,0,Science,Bachelors,18-24,8,0,0,Remote,Tier2_City,1,1,1,4,1,3,5,4.12,Tech,3,1,5,1,3,1,4,5,5,1,0,1,4,5,65.81
Marketing,Artist,2.612924444088323,0,0,2,1,7,0,2,4,4,0,2,3,3,1,Commerce,Bachelors,31-35,13,0,0,Flexible,Tier1_City,4,3,5,2,4,3,5,38.4,Tech,1,4,4,3,4,1,2,2,5,4,0,1,1,4,71.74
Law,Mechanical Engineer,4.65477165089892,7,2,2,1,0,1,1,0,4,4,1,0,2,1,Arts,Masters,18-24,4,1,57,Remote,Tier1_City,2,5,3,2,5,2,3,29.95,Healthcare,3,4,4,1,5,0,1,2,4,2,0,1,3,4,51.49
Engineering,Sound Engineer,3.3492748735029902,8,2,2,1,9,1,1,3,2,3,0,0,4,1,Science,Bachelors,18-24,8,0,0,Office,Tier1_City,1,2,2,2,1,3,5,35.75,Tech,1,3,1,2,5,4,3,3,3,5,1,1,2,1,50.41
Education,Microbiologist,3.028505357687363,9,0,1,1,2,0,4,4,2,0,0,3,1,1,Arts,Bachelors,18-24,13,0,0,Hybrid,Tier1_City,2,1,1,4,2,2,1,22.38,Manufacturing,4,2,3,4,1,2,2,3,3,2,1,1,2,1,55.93
Marketing,Organic Chemist,3.827681568025717,0,2,2,1,3,0,3,4,2,1,0,3,2,1,Commerce,Masters,25-30,12,0,0,Office,Tier3_City,2,5,0,4,3,0,2,43.63,Education,3,4,2,5,0,1,5,5,4,1,1,1,3,3,62.32
Physics,Financial Analyst,2.70185636635956,1,1,4,0,9,0,0,3,0,0,4,1,2,1,Science,PhD,31-35,11,1,45,Remote,Tier1_City,5,3,2,4,0,1,3,17.72,Finance,2,1,5,2,2,3,5,2,2,3,0,1,2,2,54.67
Finance,Clinical Psychologist,2.5166157319275047,8,2,1,1,0,0,3,3,3,2,3,1,0,1,Commerce,Bachelors,25-30,9,0,0,Remote,Tier1_City,5,3,4,1,1,2,1,15.92,Healthcare,4,5,3,3,4,3,3,2,2,2,1,1,5,1,57.81
Finance,Web Developer,4.219442821476791,5,2,2,1,1,1,2,3,4,1,2,3,3,1,Commerce,PhD,18-24,13,0,0,Hybrid,Tier1_City,2,1,1,1,5,5,4,17.18,Healthcare,3,5,3,3,0,1,4,5,5,4,0,1,5,3,80.76
Medicine,Chemical Engineer,4.09187918550268,9,1,0,1,7,1,3,3,3,4,4,1,0,1,Science,Bachelors,25-30,13,0,0,Flexible,Tier3_City,4,5,2,2,5,1,1,39.4,Healthcare,1,2,1,3,0,3,1,5,4,5,1,0,3,2,76.79
Art,Urban Planner,2.773940041535921,3,0,4,0,3,0,1,2,4,2,3,3,2,1,Arts,Bachelors,31-35,8,1,48,Hybrid,Tier1_City,2,3,0,3,3,5,3,26.28,Healthcare,4,2,4,3,1,0,5,3,3,1,0,0,5,3,56.37
Psychology,Doctor,3.554167143974896,6,0,1,0,1,0,2,2,3,1,2,0,1,0,Arts,Bachelors,18-24,1,0,0,Remote,Tier1_City,2,1,1,2,3,4,5,28.24,Finance,1,3,5,1,4,4,1,1,1,2,1,1,3,3,31.81
Education,Accountant,4.633573343511507,5,1,3,1,6,1,3,2,4,1,0,3,0,1,Arts,Bachelors,18-24,14,0,0,Office,Tier1_City,5,4,4,5,5,5,2,42.09,Healthcare,5,2,3,2,0,3,2,5,2,2,0,1,4,2,57.48
Marketing,Marketing Manager,3.434382784362136,6,0,4,1,7,1,3,4,2,1,3,0,3,0,Commerce,Bachelors,36-40,11,0,0,Remote,Tier1_City,3,4,4,1,5,0,3,42.17,Finance,2,4,3,3,2,0,1,3,1,2,0,1,1,5,57.58
Computer Science,Marketing Specialist,2.5573990620891243,4,2,3,0,0,1,1,2,2,0,0,3,1,1,Science,High School,40+,8,0,0,Flexible,Tier1_City,3,4,4,4,5,4,1,10.6,Healthcare,1,4,2,2,3,3,5,4,3,3,1,0,2,5,48.06
Art,Chemist,3.188548646726819,4,1,3,1,8,1,2,1,3,3,0,3,2,1,Arts,PhD,40+,2,0,0,Remote,Tier3_City,3,2,5,1,1,4,1,28.84,Healthcare,3,4,5,2,1,5,4,1,4,4,0,1,2,3,53.69
Architecture,Legal Secretary,4.393559577484719,0,2,3,0,2,1,2,4,3,1,1,1,0,0,Interdisciplinary,Masters,36-40,10,0,0,Hybrid,Tier1_City,2,5,1,4,5,3,3,8.92,Education,5,4,5,4,5,0,5,3,2,2,0,0,2,4,57.91
Biology,Investment Banker,4.76020513166579,4,0,4,0,6,0,2,1,2,2,2,3,3,1,Science,Masters,18-24,2,1,30,Remote,Tier1_City,2,4,1,5,0,5,3,43.82,Manufacturing,4,3,3,1,1,0,3,5,5,1,1,1,2,4,42.7
Chemistry,Cybersecurity Analyst,4.729396777645674,7,1,1,1,4,1,0,3,2,4,3,2,2,1,Science,Bachelors,18-24,11,0,0,Hybrid,Tier1_City,4,3,1,5,5,3,3,42.34,Tech,3,2,4,4,1,1,5,4,1,5,0,0,1,3,62.36
Psychology,Physicist,3.879278162209014,9,1,4,1,4,0,2,2,0,2,2,0,1,1,Arts,Bachelors,25-30,10,1,50,Hybrid,Any,5,2,0,1,0,5,5,42.92,Tech,4,2,5,5,2,2,1,4,2,4,0,0,2,1,52.28
Music,Teacher,4.385796774683391,8,0,1,1,6,0,0,3,2,3,2,2,0,0,Arts,Bachelors,25-30,13,0,0,Hybrid,Tier1_City,2,4,5,4,1,4,3,36.13,Tech,5,2,5,5,5,0,1,5,3,3,0,1,3,1,57.21
Law,Interior Designer,3.4167685617027788,9,1,2,0,3,1,3,0,0,4,0,4,2,0,Arts,Masters,40+,14,1,40,Remote,Any,1,1,4,5,3,3,4,24.94,Manufacturing,3,3,2,5,1,3,4,5,2,5,0,1,2,4,64.15
Architecture,Software Developer,3.582377981472768,2,1,2,0,1,1,4,4,0,3,1,4,2,0,Interdisciplinary,PhD,31-35,8,0,0,Flexible,Tier3_City,1,3,2,2,0,1,2,22.02,Finance,1,3,2,4,2,1,5,4,2,3,0,1,1,1,63.51
Law,Chemist,3.399985073450562,3,0,1,1,4,1,4,4,1,1,3,0,0,1,Arts,Bachelors,31-35,14,0,0,Office,Tier2_City,5,2,5,2,1,5,2,21.58,Tech,3,4,2,2,5,2,2,1,4,4,0,1,1,3,63.72
Architecture,Biotechnologist,2.581816133818893,8,0,1,0,0,0,2,3,1,3,2,2,3,1,Interdisciplinary,Bachelors,18-24,6,0,0,Hybrid,Tier3_City,1,2,2,4,5,5,4,6.11,Tech,2,3,4,5,0,4,2,4,4,2,1,0,5,1,58.56
Marketing,Graphic Designer,3.5312560356543408,6,1,1,1,4,1,2,3,0,2,4,1,1,0,Commerce,Bachelors,36-40,14,1,56,Hybrid,Tier2_City,1,3,1,1,1,3,1,47.6,Tech,1,3,4,5,4,0,2,5,5,4,0,1,2,4,65.89
Physics,Fluid Mechanics Engineer,3.878551298573211,9,1,1,0,5,1,3,2,0,1,1,3,4,1,Science,Bachelors,36-40,13,1,17,Office,Tier2_City,5,4,4,5,5,5,1,24.16,Finance,2,1,5,4,0,0,3,1,4,5,1,0,3,5,64.84
Law,Nuclear Physicist,3.2329157373128625,8,1,1,0,1,1,4,0,1,4,0,3,3,0,Arts,Bachelors,18-24,10,0,0,Remote,Tier2_City,2,1,4,1,1,4,1,46.72,Manufacturing,3,4,4,2,4,2,2,3,3,1,1,0,5,4,48.08
Marketing,Doctor,3.6228884707364286,2,1,3,1,5,0,2,2,4,1,4,4,2,0,Commerce,Masters,36-40,14,0,0,Flexible,Tier2_City,2,1,1,2,3,3,1,44.33,Manufacturing,3,4,2,5,1,1,3,2,5,2,1,1,1,5,76.55
Finance,Quantum Physicist,3.244835433108279,6,0,2,1,5,1,0,3,1,3,3,1,0,0,Commerce,Masters,25-30,7,0,0,Remote,Tier1_City,4,1,0,5,0,3,5,41.94,Other,4,1,4,1,0,4,2,2,1,2,1,1,4,4,41.59
Engineering,Fluid Mechanics Engineer,3.923568303607407,0,1,0,0,8,0,4,2,1,2,0,2,0,1,Science,Bachelors,18-24,6,0,0,Office,Tier2_City,2,2,2,1,3,2,4,30.65,Other,3,2,5,5,2,2,4,2,5,4,0,0,4,1,57.47
Finance,Aerospace Engineer,4.347510490063903,2,0,4,1,2,0,3,2,0,2,1,1,2,0,Commerce,High School,31-35,8,0,0,Hybrid,Tier3_City,1,4,2,3,2,2,2,7.77,Finance,1,1,3,4,1,4,5,3,4,5,1,1,1,1,54.51
Art,Dentist,3.1054941314914792,5,1,4,0,3,0,0,2,2,3,2,3,4,0,Arts,PhD,31-35,7,0,0,Hybrid,Tier1_City,1,3,3,4,5,4,4,18.22,Education,2,1,1,4,0,2,3,3,5,4,0,0,1,4,68.04
